Date,YYYYMMDD,YYYYMM,YYYY.W,YYYY,Location,Card,Delta,Balance,Category,Tags
09/12/2022,20220912,202209,2022.37,2022,Travelers,Debit-Card,-801,3083,health,"None,"
09/12/2022,20220912,202209,2022.37,2022,Omnicom Group,Debit-Card,823,3884,health,"None,"
09/09/2022,20220909,202209,2022.36,2022,TIAA,Debit-Card,296,3061,invest,"None,"
09/09/2022,20220909,202209,2022.36,2022,Omnicom Group,Debit-Card,-19,2765,unk,"None,"
09/09/2022,20220909,202209,2022.36,2022,Amazon.com,Debit-Card,-783,2784,unk,"None,"
09/09/2022,20220909,202209,2022.36,2022,Hanesbrands,Debit-Card,-212,3567,invest,"None,"
09/09/2022,20220909,202209,2022.36,2022,United Continental Holdings,Debit-Card,-822,3779,paypal,"None,"
09/08/2022,20220908,202209,2022.36,2022,Delta Air Lines,Debit-Card,620,4601,travel,"None,"
09/08/2022,20220908,202209,2022.36,2022,Amazon.com,Debit-Card,196,3981,tech,"None,"
09/08/2022,20220908,202209,2022.36,2022,Quest Diagnostics,Debit-Card,-252,3785,tech,"None,"
09/08/2022,20220908,202209,2022.36,2022,Omnicom Group,Debit-Card,430,4037,invest,"None,"
09/08/2022,20220908,202209,2022.36,2022,Voya Financial,Debit-Card,-996,3607,clothing,"None,"
09/07/2022,20220907,202209,2022.36,2022,Amazon.com,Debit-Card,-910,4603,tech,"None,"
09/07/2022,20220907,202209,2022.36,2022,Ulta Beauty,Debit-Card,-651,5513,grocery,"None,"
09/07/2022,20220907,202209,2022.36,2022,Ulta Beauty,Debit-Card,519,6164,health,"None,"
09/07/2022,20220907,202209,2022.36,2022,CBRE Group,Debit-Card,320,5645,unk,"None,"
09/07/2022,20220907,202209,2022.36,2022,Travelers,Debit-Card,832,5325,paypal,"None,"
09/06/2022,20220906,202209,2022.36,2022,Sysco,Debit-Card,-944,4493,grocery,"None,"
09/06/2022,20220906,202209,2022.36,2022,Ulta Beauty,Debit-Card,-536,5437,paypal,"None,"
09/06/2022,20220906,202209,2022.36,2022,Visa,Debit-Card,16,5973,unk,"None,"
09/06/2022,20220906,202209,2022.36,2022,Visa,Debit-Card,11,5957,health,"None,"
09/06/2022,20220906,202209,2022.36,2022,Sysco,Debit-Card,-873,5946,misc,"None,"
09/06/2022,20220906,202209,2022.36,2022,CBRE Group,Debit-Card,-307,6819,travel,"None,"
09/06/2022,20220906,202209,2022.36,2022,Sysco,Debit-Card,-464,7126,tech,"None,"
09/06/2022,20220906,202209,2022.36,2022,Hanesbrands,Debit-Card,-1000,7590,invest,"None,"
09/06/2022,20220906,202209,2022.36,2022,Ulta Beauty,Debit-Card,-461,8590,unk,"None,"
09/06/2022,20220906,202209,2022.36,2022,Hershey,Debit-Card,-366,9051,invest,"None,"
09/06/2022,20220906,202209,2022.36,2022,Tapestry,Debit-Card,258,9417,invest,"None,"
09/06/2022,20220906,202209,2022.36,2022,Ulta Beauty,Debit-Card,459,9159,grocery,"None,"
09/06/2022,20220906,202209,2022.36,2022,United Continental Holdings,Debit-Card,828,8700,utility,"None,"
09/06/2022,20220906,202209,2022.36,2022,Entergy,Debit-Card,913,7872,travel,"None,"
09/06/2022,20220906,202209,2022.36,2022,Sysco,Debit-Card,454,6959,invest,"None,"
09/06/2022,20220906,202209,2022.36,2022,Hanesbrands,Debit-Card,-420,6505,paypal,"None,"
09/06/2022,20220906,202209,2022.36,2022,PPL,Debit-Card,219,6925,grocery,"None,"
09/06/2022,20220906,202209,2022.36,2022,Entergy,Debit-Card,677,6706,debt,"None,"
09/06/2022,20220906,202209,2022.36,2022,Walmart,Debit-Card,-673,6029,grocery,"None,"
09/06/2022,20220906,202209,2022.36,2022,PPL,Debit-Card,-650,6702,paypal,"None,"
09/02/2022,20220902,202209,2022.35,2022,CBRE Group,Debit-Card,-38,7352,misc,"None,"
09/02/2022,20220902,202209,2022.35,2022,TIAA,Debit-Card,214,7390,health,"None,"
09/01/2022,20220901,202209,2022.35,2022,TIAA,Debit-Card,238,7176,utility,"None,"
08/31/2022,20220831,202208,2022.35,2022,Hershey,Debit-Card,46,6938,clothing,"None,"
08/31/2022,20220831,202208,2022.35,2022,Hanesbrands,Debit-Card,-141,6892,paypal,"None,"
08/31/2022,20220831,202208,2022.35,2022,Visa,Debit-Card,-951,7033,invest,"None,"
08/31/2022,20220831,202208,2022.35,2022,Walmart,Debit-Card,-954,7984,invest,"None,"
08/31/2022,20220831,202208,2022.35,2022,Hanesbrands,Debit-Card,281,8938,paypal,"None,"
08/31/2022,20220831,202208,2022.35,2022,Walmart,Debit-Card,-84,8657,invest,"None,"
08/31/2022,20220831,202208,2022.35,2022,Quest Diagnostics,Debit-Card,230,8741,tech,"None,"
08/30/2022,20220830,202208,2022.35,2022,Ulta Beauty,Debit-Card,169,8511,travel,"None,"
08/30/2022,20220830,202208,2022.35,2022,TIAA,Debit-Card,-477,8342,grocery,"None,"
08/30/2022,20220830,202208,2022.35,2022,Travelers,Debit-Card,623,8819,clothing,"None,"
08/30/2022,20220830,202208,2022.35,2022,Hanesbrands,Debit-Card,-782,8196,travel,"None,"
08/29/2022,20220829,202208,2022.35,2022,Amazon.com,Debit-Card,-267,8978,invest,"None,"
08/29/2022,20220829,202208,2022.35,2022,Omnicom Group,Debit-Card,-231,9245,debt,"None,"
08/29/2022,20220829,202208,2022.35,2022,PPL,Debit-Card,-579,9476,paypal,"None,"
08/29/2022,20220829,202208,2022.35,2022,Amazon.com,Debit-Card,-646,10055,clothing,"None,"
08/29/2022,20220829,202208,2022.35,2022,Visa,Debit-Card,-313,10701,unk,"None,"
08/29/2022,20220829,202208,2022.35,2022,Voya Financial,Debit-Card,19,11014,travel,"None,"
08/29/2022,20220829,202208,2022.35,2022,Ulta Beauty,Debit-Card,621,10995,unk,"None,"
08/29/2022,20220829,202208,2022.35,2022,Cognizant Technology Solutions,Debit-Card,436,10374,travel,"None,"
08/26/2022,20220826,202208,2022.34,2022,Amazon.com,Debit-Card,-390,9938,invest,"None,"
08/26/2022,20220826,202208,2022.34,2022,Omnicom Group,Debit-Card,110,10328,health,"None,"
08/26/2022,20220826,202208,2022.34,2022,Travelers,Debit-Card,962,10218,unk,"None,"
08/25/2022,20220825,202208,2022.34,2022,Walmart,Debit-Card,-30,9256,debt,"None,"
08/25/2022,20220825,202208,2022.34,2022,Delta Air Lines,Debit-Card,811,9286,health,"None,"
08/24/2022,20220824,202208,2022.34,2022,Hewlett Packard Enterprise,Debit-Card,-368,8475,tech,"None,"
08/24/2022,20220824,202208,2022.34,2022,Amazon.com,Debit-Card,241,8843,unk,"None,"
08/24/2022,20220824,202208,2022.34,2022,TIAA,Debit-Card,-37,8602,paypal,"None,"
08/23/2022,20220823,202208,2022.34,2022,Amazon.com,Debit-Card,-318,8639,health,"None,"
08/23/2022,20220823,202208,2022.34,2022,PPL,Debit-Card,203,8957,unk,"None,"
08/22/2022,20220822,202208,2022.34,2022,Sysco,Debit-Card,-905,8754,grocery,"None,"
08/22/2022,20220822,202208,2022.34,2022,Hewlett Packard Enterprise,Debit-Card,-168,9659,grocery,"None,"
08/22/2022,20220822,202208,2022.34,2022,Tapestry,Debit-Card,207,9827,misc,"None,"
08/22/2022,20220822,202208,2022.34,2022,Cognizant Technology Solutions,Debit-Card,147,9620,utility,"None,"
08/22/2022,20220822,202208,2022.34,2022,TIAA,Debit-Card,507,9473,invest,"None,"
08/22/2022,20220822,202208,2022.34,2022,Travelers,Debit-Card,-410,8966,tech,"None,"
08/22/2022,20220822,202208,2022.34,2022,Omnicom Group,Debit-Card,759,9376,invest,"None,"
08/22/2022,20220822,202208,2022.34,2022,Voya Financial,Debit-Card,-137,8617,invest,"None,"
08/22/2022,20220822,202208,2022.34,2022,Delta Air Lines,Debit-Card,-883,8754,grocery,"None,"
08/22/2022,20220822,202208,2022.34,2022,Visa,Debit-Card,-945,9637,grocery,"None,"
08/22/2022,20220822,202208,2022.34,2022,Amazon.com,Debit-Card,-494,10582,travel,"None,"
08/19/2022,20220819,202208,2022.33,2022,TIAA,Debit-Card,763,11076,tech,"None,"
08/19/2022,20220819,202208,2022.33,2022,Walmart,Debit-Card,141,10313,unk,"None,"
08/19/2022,20220819,202208,2022.33,2022,CBRE Group,Debit-Card,210,10172,health,"None,"
08/19/2022,20220819,202208,2022.33,2022,Entergy,Debit-Card,-657,9962,invest,"None,"
08/18/2022,20220818,202208,2022.33,2022,Voya Financial,Debit-Card,925,10619,invest,"None,"
08/18/2022,20220818,202208,2022.33,2022,TIAA,Debit-Card,897,9694,grocery,"None,"
08/18/2022,20220818,202208,2022.33,2022,Cognizant Technology Solutions,Debit-Card,-460,8797,invest,"None,"
08/18/2022,20220818,202208,2022.33,2022,Hewlett Packard Enterprise,Debit-Card,288,9257,grocery,"None,"
08/17/2022,20220817,202208,2022.33,2022,Omnicom Group,Debit-Card,-590,8969,paypal,"None,"
08/17/2022,20220817,202208,2022.33,2022,Delta Air Lines,Debit-Card,592,9559,invest,"None,"
08/17/2022,20220817,202208,2022.33,2022,Ulta Beauty,Debit-Card,-286,8967,debt,"None,"
08/16/2022,20220816,202208,2022.33,2022,Omnicom Group,Debit-Card,-813,9253,health,"None,"
08/16/2022,20220816,202208,2022.33,2022,Travelers,Debit-Card,-361,10066,invest,"None,"
08/15/2022,20220815,202208,2022.33,2022,United Continental Holdings,Debit-Card,352,10427,travel,"None,"
08/15/2022,20220815,202208,2022.33,2022,Ulta Beauty,Debit-Card,856,10075,unk,"None,"
08/15/2022,20220815,202208,2022.33,2022,Quest Diagnostics,Debit-Card,-217,9219,unk,"None,"
08/15/2022,20220815,202208,2022.33,2022,Tapestry,Debit-Card,125,9436,tech,"None,"
08/15/2022,20220815,202208,2022.33,2022,Ulta Beauty,Debit-Card,423,9311,utility,"None,"
08/15/2022,20220815,202208,2022.33,2022,Entergy,Debit-Card,99,8888,utility,"None,"
08/15/2022,20220815,202208,2022.33,2022,Visa,Debit-Card,329,8789,health,"None,"
08/15/2022,20220815,202208,2022.33,2022,Ulta Beauty,Debit-Card,-211,8460,grocery,"None,"
08/15/2022,20220815,202208,2022.33,2022,Delta Air Lines,Debit-Card,-274,8671,grocery,"None,"
08/15/2022,20220815,202208,2022.33,2022,TIAA,Debit-Card,384,8945,clothing,"None,"
08/12/2022,20220812,202208,2022.32,2022,Voya Financial,Debit-Card,640,8561,misc,"None,"
08/12/2022,20220812,202208,2022.32,2022,Amazon.com,Debit-Card,17,7921,misc,"None,"
08/11/2022,20220811,202208,2022.32,2022,Hewlett Packard Enterprise,Debit-Card,350,7904,unk,"None,"
08/11/2022,20220811,202208,2022.32,2022,Sysco,Debit-Card,109,7554,unk,"None,"
08/10/2022,20220810,202208,2022.32,2022,Omnicom Group,Debit-Card,-153,7445,misc,"None,"
08/10/2022,20220810,202208,2022.32,2022,Cognizant Technology Solutions,Debit-Card,-657,7598,debt,"None,"
08/10/2022,20220810,202208,2022.32,2022,Entergy,Debit-Card,-710,8255,travel,"None,"
08/10/2022,20220810,202208,2022.32,2022,United Continental Holdings,Debit-Card,-887,8965,misc,"None,"
08/10/2022,20220810,202208,2022.32,2022,Tapestry,Debit-Card,829,9852,tech,"None,"
08/09/2022,20220809,202208,2022.32,2022,Delta Air Lines,Debit-Card,254,9023,travel,"None,"
08/09/2022,20220809,202208,2022.32,2022,Hewlett Packard Enterprise,Debit-Card,644,8769,unk,"None,"
08/09/2022,20220809,202208,2022.32,2022,Hewlett Packard Enterprise,Debit-Card,-243,8125,tech,"None,"
08/09/2022,20220809,202208,2022.32,2022,Hewlett Packard Enterprise,Debit-Card,653,8368,invest,"None,"
08/08/2022,20220808,202208,2022.32,2022,Hanesbrands,Debit-Card,-34,7715,unk,"None,"
08/08/2022,20220808,202208,2022.32,2022,Visa,Debit-Card,-822,7749,misc,"None,"
08/08/2022,20220808,202208,2022.32,2022,Sysco,Debit-Card,-823,8571,clothing,"None,"
08/08/2022,20220808,202208,2022.32,2022,Omnicom Group,Debit-Card,969,9394,travel,"None,"
08/08/2022,20220808,202208,2022.32,2022,Hanesbrands,Debit-Card,-752,8425,invest,"None,"
08/08/2022,20220808,202208,2022.32,2022,Tapestry,Debit-Card,-179,9177,invest,"None,"
08/08/2022,20220808,202208,2022.32,2022,Cognizant Technology Solutions,Debit-Card,549,9356,tech,"None,"
08/08/2022,20220808,202208,2022.32,2022,Voya Financial,Debit-Card,-313,8807,unk,"None,"
08/08/2022,20220808,202208,2022.32,2022,Visa,Debit-Card,-626,9120,utility,"None,"
08/05/2022,20220805,202208,2022.31,2022,Tapestry,Debit-Card,-896,9746,health,"None,"
08/05/2022,20220805,202208,2022.31,2022,Hanesbrands,Debit-Card,901,10642,misc,"None,"
08/04/2022,20220804,202208,2022.31,2022,CBRE Group,Debit-Card,460,9741,invest,"None,"
08/03/2022,20220803,202208,2022.31,2022,Voya Financial,Debit-Card,430,9281,health,"None,"
08/03/2022,20220803,202208,2022.31,2022,TIAA,Debit-Card,-657,8851,invest,"None,"
08/02/2022,20220802,202208,2022.31,2022,Omnicom Group,Debit-Card,-171,9508,grocery,"None,"
08/02/2022,20220802,202208,2022.31,2022,Amazon.com,Debit-Card,-950,9679,travel,"None,"
08/02/2022,20220802,202208,2022.31,2022,Tapestry,Debit-Card,555,10629,unk,"None,"
08/02/2022,20220802,202208,2022.31,2022,Entergy,Debit-Card,620,10074,grocery,"None,"
08/02/2022,20220802,202208,2022.31,2022,Ulta Beauty,Debit-Card,771,9454,paypal,"None,"
08/01/2022,20220801,202208,2022.31,2022,CBRE Group,Debit-Card,-983,8683,clothing,"None,"
08/01/2022,20220801,202208,2022.31,2022,TIAA,Debit-Card,-484,9666,unk,"None,"
08/01/2022,20220801,202208,2022.31,2022,TIAA,Debit-Card,-940,10150,debt,"None,"
08/01/2022,20220801,202208,2022.31,2022,Sysco,Debit-Card,372,11090,misc,"None,"
08/01/2022,20220801,202208,2022.31,2022,Hewlett Packard Enterprise,Debit-Card,744,10718,misc,"None,"
08/01/2022,20220801,202208,2022.31,2022,United Continental Holdings,Debit-Card,-581,9974,tech,"None,"
08/01/2022,20220801,202208,2022.31,2022,Hershey,Debit-Card,931,10555,misc,"None,"
08/01/2022,20220801,202208,2022.31,2022,Delta Air Lines,Debit-Card,-480,9624,travel,"None,"
08/01/2022,20220801,202208,2022.31,2022,Travelers,Debit-Card,-167,10104,invest,"None,"
08/01/2022,20220801,202208,2022.31,2022,Hershey,Debit-Card,91,10271,unk,"None,"
07/29/2022,20220729,202207,2022.3,2022,Amazon.com,Debit-Card,-825,10180,tech,"None,"
07/29/2022,20220729,202207,2022.3,2022,Voya Financial,Debit-Card,-363,11005,travel,"None,"
07/29/2022,20220729,202207,2022.3,2022,Ulta Beauty,Debit-Card,-727,11368,paypal,"None,"
07/29/2022,20220729,202207,2022.3,2022,Tapestry,Debit-Card,39,12095,travel,"None,"
07/29/2022,20220729,202207,2022.3,2022,Entergy,Debit-Card,829,12056,misc,"None,"
07/29/2022,20220729,202207,2022.3,2022,Sysco,Debit-Card,889,11227,utility,"None,"
07/29/2022,20220729,202207,2022.3,2022,Entergy,Debit-Card,-33,10338,utility,"None,"
07/28/2022,20220728,202207,2022.3,2022,Walmart,Debit-Card,-199,10371,travel,"None,"
07/28/2022,20220728,202207,2022.3,2022,Hanesbrands,Debit-Card,-90,10570,grocery,"None,"
07/27/2022,20220727,202207,2022.3,2022,TIAA,Debit-Card,-202,10660,clothing,"None,"
07/27/2022,20220727,202207,2022.3,2022,United Continental Holdings,Debit-Card,618,10862,unk,"None,"
07/27/2022,20220727,202207,2022.3,2022,Travelers,Debit-Card,319,10244,clothing,"None,"
07/26/2022,20220726,202207,2022.3,2022,Sysco,Debit-Card,-365,9925,debt,"None,"
07/26/2022,20220726,202207,2022.3,2022,Sysco,Debit-Card,-497,10290,misc,"None,"
07/25/2022,20220725,202207,2022.3,2022,Delta Air Lines,Debit-Card,50,10787,grocery,"None,"
07/25/2022,20220725,202207,2022.3,2022,TIAA,Debit-Card,358,10737,misc,"None,"
07/25/2022,20220725,202207,2022.3,2022,Hewlett Packard Enterprise,Debit-Card,594,10379,invest,"None,"
07/25/2022,20220725,202207,2022.3,2022,United Continental Holdings,Debit-Card,690,9785,invest,"None,"
07/25/2022,20220725,202207,2022.3,2022,Delta Air Lines,Debit-Card,-605,9095,health,"None,"
07/22/2022,20220722,202207,2022.29,2022,Travelers,Debit-Card,-409,9700,health,"None,"
07/22/2022,20220722,202207,2022.29,2022,Hewlett Packard Enterprise,Debit-Card,-409,10109,health,"None,"
07/22/2022,20220722,202207,2022.29,2022,Quest Diagnostics,Debit-Card,518,10518,unk,"None,"
07/22/2022,20220722,202207,2022.29,2022,TIAA,Debit-Card,-609,10000,clothing,"None,"
07/21/2022,20220721,202207,2022.29,2022,Voya Financial,Debit-Card,184,10609,grocery,"None,"
07/21/2022,20220721,202207,2022.29,2022,TIAA,Debit-Card,83,10425,tech,"None,"
07/20/2022,20220720,202207,2022.29,2022,Amazon.com,Debit-Card,981,10342,utility,"None,"
07/19/2022,20220719,202207,2022.29,2022,Hershey,Debit-Card,-538,9361,invest,"None,"
07/19/2022,20220719,202207,2022.29,2022,Hanesbrands,Debit-Card,286,9899,grocery,"None,"
07/19/2022,20220719,202207,2022.29,2022,CBRE Group,Debit-Card,-314,9613,travel,"None,"
07/19/2022,20220719,202207,2022.29,2022,Sysco,Debit-Card,693,9927,invest,"None,"
07/19/2022,20220719,202207,2022.29,2022,CBRE Group,Debit-Card,184,9234,misc,"None,"
07/18/2022,20220718,202207,2022.29,2022,Cognizant Technology Solutions,Debit-Card,845,9050,misc,"None,"
07/18/2022,20220718,202207,2022.29,2022,Ulta Beauty,Debit-Card,993,8205,invest,"None,"
07/18/2022,20220718,202207,2022.29,2022,Quest Diagnostics,Debit-Card,453,7212,paypal,"None,"
07/18/2022,20220718,202207,2022.29,2022,Walmart,Debit-Card,26,6759,grocery,"None,"
07/18/2022,20220718,202207,2022.29,2022,Cognizant Technology Solutions,Debit-Card,-880,6733,health,"None,"
07/18/2022,20220718,202207,2022.29,2022,CBRE Group,Debit-Card,-420,7613,debt,"None,"
07/18/2022,20220718,202207,2022.29,2022,Voya Financial,Debit-Card,740,8033,misc,"None,"
07/18/2022,20220718,202207,2022.29,2022,Amazon.com,Debit-Card,278,7293,paypal,"None,"
07/18/2022,20220718,202207,2022.29,2022,Ulta Beauty,Debit-Card,-674,7015,health,"None,"
07/18/2022,20220718,202207,2022.29,2022,Hewlett Packard Enterprise,Debit-Card,832,7689,health,"None,"
07/18/2022,20220718,202207,2022.29,2022,CBRE Group,Debit-Card,-843,6857,health,"None,"
07/15/2022,20220715,202207,2022.28,2022,United Continental Holdings,Debit-Card,-652,7700,utility,"None,"
07/15/2022,20220715,202207,2022.28,2022,United Continental Holdings,Debit-Card,861,8352,misc,"None,"
07/15/2022,20220715,202207,2022.28,2022,PPL,Debit-Card,370,7491,grocery,"None,"
07/15/2022,20220715,202207,2022.28,2022,Delta Air Lines,Debit-Card,73,7121,clothing,"None,"
07/15/2022,20220715,202207,2022.28,2022,Visa,Debit-Card,-728,7048,utility,"None,"
07/14/2022,20220714,202207,2022.28,2022,Walmart,Debit-Card,265,7776,unk,"None,"
07/14/2022,20220714,202207,2022.28,2022,Travelers,Debit-Card,832,7511,unk,"None,"
07/13/2022,20220713,202207,2022.28,2022,PPL,Debit-Card,38,6679,paypal,"None,"
07/13/2022,20220713,202207,2022.28,2022,Ulta Beauty,Debit-Card,824,6641,misc,"None,"
07/12/2022,20220712,202207,2022.28,2022,Hewlett Packard Enterprise,Debit-Card,312,5817,health,"None,"
07/12/2022,20220712,202207,2022.28,2022,Amazon.com,Debit-Card,847,5505,health,"None,"
07/11/2022,20220711,202207,2022.28,2022,TIAA,Debit-Card,-339,4658,tech,"None,"
07/11/2022,20220711,202207,2022.28,2022,Cognizant Technology Solutions,Debit-Card,-711,4997,clothing,"None,"
07/11/2022,20220711,202207,2022.28,2022,Ulta Beauty,Debit-Card,-832,5708,clothing,"None,"
07/11/2022,20220711,202207,2022.28,2022,Hewlett Packard Enterprise,Debit-Card,450,6540,tech,"None,"
07/11/2022,20220711,202207,2022.28,2022,Walmart,Debit-Card,86,6090,debt,"None,"
07/11/2022,20220711,202207,2022.28,2022,TIAA,Debit-Card,-68,6004,invest,"None,"
07/11/2022,20220711,202207,2022.28,2022,Hewlett Packard Enterprise,Debit-Card,-911,6072,invest,"None,"
07/08/2022,20220708,202207,2022.27,2022,Cognizant Technology Solutions,Debit-Card,816,6983,clothing,"None,"
07/08/2022,20220708,202207,2022.27,2022,Travelers,Debit-Card,-63,6167,grocery,"None,"
07/08/2022,20220708,202207,2022.27,2022,Cognizant Technology Solutions,Debit-Card,-830,6230,misc,"None,"
07/08/2022,20220708,202207,2022.27,2022,Sysco,Debit-Card,-241,7060,unk,"None,"
07/08/2022,20220708,202207,2022.27,2022,PPL,Debit-Card,-91,7301,misc,"None,"
07/05/2022,20220705,202207,2022.27,2022,CBRE Group,Debit-Card,229,7392,travel,"None,"
07/05/2022,20220705,202207,2022.27,2022,Cognizant Technology Solutions,Debit-Card,-420,7163,travel,"None,"
07/05/2022,20220705,202207,2022.27,2022,Ulta Beauty,Debit-Card,515,7583,travel,"None,"
07/05/2022,20220705,202207,2022.27,2022,CBRE Group,Debit-Card,570,7068,health,"None,"
07/05/2022,20220705,202207,2022.27,2022,Cognizant Technology Solutions,Debit-Card,375,6498,utility,"None,"
07/05/2022,20220705,202207,2022.27,2022,Hershey,Debit-Card,-552,6123,travel,"None,"
07/05/2022,20220705,202207,2022.27,2022,Tapestry,Debit-Card,880,6675,grocery,"None,"
07/05/2022,20220705,202207,2022.27,2022,United Continental Holdings,Debit-Card,-125,5795,tech,"None,"
07/01/2022,20220701,202207,2022.26,2022,Visa,Debit-Card,-353,5920,misc,"None,"
07/01/2022,20220701,202207,2022.26,2022,Entergy,Debit-Card,438,6273,unk,"None,"
07/01/2022,20220701,202207,2022.26,2022,Travelers,Debit-Card,264,5835,travel,"None,"
06/30/2022,20220630,202206,2022.26,2022,Amazon.com,Debit-Card,948,5571,travel,"None,"
06/30/2022,20220630,202206,2022.26,2022,Delta Air Lines,Debit-Card,53,4623,tech,"None,"
06/30/2022,20220630,202206,2022.26,2022,Visa,Debit-Card,676,4570,travel,"None,"
06/29/2022,20220629,202206,2022.26,2022,Ulta Beauty,Debit-Card,-775,3894,travel,"None,"
06/29/2022,20220629,202206,2022.26,2022,Delta Air Lines,Debit-Card,-817,4669,invest,"None,"
06/28/2022,20220628,202206,2022.26,2022,Tapestry,Debit-Card,487,5486,travel,"None,"
06/28/2022,20220628,202206,2022.26,2022,Voya Financial,Debit-Card,-634,4999,tech,"None,"
06/28/2022,20220628,202206,2022.26,2022,United Continental Holdings,Debit-Card,-238,5633,invest,"None,"
06/27/2022,20220627,202206,2022.26,2022,CBRE Group,Debit-Card,-947,5871,unk,"None,"
06/27/2022,20220627,202206,2022.26,2022,Sysco,Debit-Card,455,6818,travel,"None,"
06/27/2022,20220627,202206,2022.26,2022,Hershey,Debit-Card,-836,6363,health,"None,"
